textID,text,selected_text,sentiment
14fe6188f0,Retweeting : Win an AT&amp;T Pantech Matrix Pro http://tinyurl.com/d56mqf - it's easy to enter! so go do it!,Retweeting : Win an AT&amp;T Pantech Matrix Pro http://tinyurl.com/d56mqf - it's easy to enter! so go do it,neutral
9440d2dc38,"_Deen looks like a delicious recipe, will try that tonite",looks like a delicious recipe,positive
b9c7cea4dc,I am doing Geography Revision on Earthquakes! How Boring!!,Boring!,negative
0accb82cb5,Will miss nostalgia ... everyone please kick tushar,Will miss nostalgia ..,negative
9099b13d86,"ohh, i'm watching my best friend's wedding. it's so sad..",sad.,negative
9ed0319118,Have you seen Wolverine? Might want to change that pic. There's a new sheriff in town.,Have you seen Wolverine? Might want to change that pic. There's a new sheriff in town,neutral
244536cb9c,Remember to put your phone on silent! lol Night loveees,t loveees,positive
508eba1db5,_Blogs Congratulations lovely Japanese Children Happy Kodomo no hi,Congratulations lo,positive
7eb9424ffa,thanks!! my friends and I went and watched movies and ate chocolate chip pancakes at one of my friends' house. it was fabulous!,s fabulous!,positive
5515e8165b,awww ok lol hopefully by than im still here and not back over in the states,l hopefully,positive
412f8c4fc1,"Headaches suck, especially stress related ones. I used to get those a lot. &lt;3","Headaches suck, especially stress related ones. I used to get those a lot. &lt",neutral
e854031165,Tell me about it. I spend 20 of the 45 min in the morning on computer. Doesn't leave a lot of time 4 showering &amp; hair-do'ing.,Tell me about it. I spend 20 of the 45 min in the morning on computer. Doesn't leave a lot of time 4 showering &amp; hair-do'in,neutral
81a218143d,_Vincent @ i missed the party!!!! i bought wine and everything!!!,@ i missed the party!!!! i bought wine and everything!,negative
dc88db8716,Watching **** &amp; The City at my brothers soccer game. I have totally defited the purpose of coming.. Hehe,Watching **** &amp; The City at my brothers soccer game. I have totally defited the purpose of coming.. He,neutral
8632fecf99,looks like is hiding money in an offshore bank account on behalf of last.fm http://bit.ly/CeT0s,looks like is hiding money in an offshore bank account on behalf of last.fm http://bit.ly/CeT0,neutral
6a3bf13772,poor Stuart... I was wondering where he was! Moving day today!I expect a welcome cake or case neighbor .... hehehe,poor Stuart... I was wonde,neutral
27829d441f,just got out of the pool!! so fun..now gonna watch tv and do stuff on the computer. (:,so fun.,positive
875f821b10,I hope you get well soon! &lt;3,I hope you get well soon! &lt,positive
4828f724e8,Oh we're friends now? You know you're so up &amp; down with me. I retract my last statement thennnnnnnn.,Oh we're friends now? You know you're so up &amp; down with me. I retract my last statement thennnnnn,neutral
da765474e0,No html converter on there Think we're going with http://bit.ly/3pJNC 'cause it took 5 min. to get working.,No html converter on there Think we're going with http://bit.ly/3pJNC 'cause it took 5 min. to get workin,neutral
054fd10460,fantastic.... pick up a **** for me,fantastic.,positive
9e4276516e,I have clocked out for possibly my last time at Northview Middle School.,clocked out fo,negative
a4a9f04d66,"she interviewed us on books. I was gonna say something, but she was all &quot;Wait, I have something to say!&quot;","she interviewed us on books. I was gonna say something, but she was all &quot;Wait, I have something to sa",neutral
252e56c4d1,So tired &amp; ready for bed!! Really in the mood for salt &amp; pepper chicken wings &amp; noodles but have no money on me for a Chinese!,So tired &a,negative
c34e27df82,Is sad when people's phones are dead,Is sad wh,negative
d0cd6a7902,So bored.... couldn't go to a-kon...,bored..,negative
f7e10798f3,i dnt think i can ever get tired of&quot;The Climb&quot;its just 1 of those sngs u'll always remember ...,i dnt think i can ever get tired of&quot;The Climb&quot;its just 1 of those sngs u'll always reme,neutral
c237b64754,ditching out again? you will be missed. I wish my ruby boys would represent.,? you will be missed. I wish my ruby boys would represent,neutral
019eec771e,The balmain knockoffs in bebe make me sad.....I want the real deal...these shoes look cheapy cheapy.,sad..,negative
3e67e50d9e,is live on danny noriega's stickam. he said hey to me i luv him!!!,i luv him!,positive
97799125b6,"Yes, Cathy. (Ordinarily, I don't have much of a problem with naked girls chasing me, however! )","y, I don't have much of a problem",positive
78c8a6bd73,"Good morning, gents! How are ya today?","Good morning, gents! How are ya today",neutral
2bace8af9c,Ouch!!... Stomachace.... I ate a lot...,Stomachace...,negative
17a5aa9835,i know but its better than nothing,i know but its better than nothin,positive
719a06c896,LIKE U SAID &quot;GIVE TC A CHANCE!&quot; WE WILL MISS THOMAS BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC,LIKE U SAID &quot;GIVE TC A CHANCE!&quot; WE WILL MISS THOMAS BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit,neutral
f2c87a8129,cool.. look forward for frequent tweets,cool.,positive
f3cdaee70b,I wish I could just go for a drive..or a movie or the store..I just wanna be alone,I just wanna be alone,negative
5116d9726b,"- Me. because my ex boyfriend of 2 years (we broke up 2 months ago) is engaged to his gf of 6 weeks. sad, embarrassed. Hug?",sad,negative
f6a79c28cf,"he's hard to please, methinks he has the picture in his head just fine",d just fine,positive
aca30fe806,And the sun is back up again. Could we have more of the kind of weather we had last January and February? I like jackets.,? I like jackets.,positive
dc4059bbaf,hired all the smart monkeys for e-mail marketing...,hired all the smart monkeys for e-mail marketing.,neutral
2acfbff4b8,Wearing &quot;purple with a passion&quot; by OPI and I absolutely love it!!,y OPI and I absolutely,positive
f1d7662793,Trying to go to sleep but no luck I think i'm sick... =S,but no luck I think i'm sick.,negative
ebcdf07ac5,"1 week post my&quot;horrible, traumatic jumping cholla accident.&quot;-cholla's next dirty trick:pieces are starting to emerge from my hand! Ouch!",quot;horri,negative
7ec2f8115f,aw how to lose a guy in ten days &lt;3,aw how to lose a guy in ten days &lt;,neutral
2ccb1131af,I tried that pincode... and it says it is expired... you only just put it up.,I tried that pincode... and it says it is expired... you only just put it up,neutral
5e06140be6,writing the first &quot;ShowStoppers&quot; entry Just lost an hours work due to server issues,uot; entry Just lost an hours work due to serve,negative
728e9b67c8,"me too she better be back soon! dude, this is my typical bedtime. but look who is talking! what are YOU doing up so late?",y typical,negative
99f9b82224,Happy mother's day to your moms.,Happ,positive
5ba1ad2348,Morning! Happy Mother's Day Miz!!! Thank you Lance!!!!,! Happ,positive
a3e31054d0,"****, nearly forgot my PIN I shouldn't try to learn anything new in the future lest it push out more vital information.","****, ne",negative
4e1413bc99,you got it. poor thing not gonna have a choice for much longer though,t. poor thing not gonna have a choice for much longer though,positive
99ce4e68b9,"ohhhh, how sad...I didnï¿½t get it!",sad..,negative
e1673746d8,"Ugh, you people and your fancy trips to Italy while I'm slaving away at this computer.",Ugh,negative
902670de2f,. Too bad they never made it over here during the last ten years,Too bad th,negative
3314e0f981,"Grrr, I can't even practice Trumpet or vocals because my glands in my neck hurt too much! Guitar it is then.",neck hurt to,negative
dffc4c62e1,dont wanna cry but the seniors are out there graduating&amp;its breakin my heart;but im home,&amp;its breakin my he,negative
1bfb23cbb4,Pitty he wasnt arnd 2 huh! I wld have rlly wet myself! Otherwise the wedding was gr8!! Had a gd time &amp; lots of smiley faces!,Pitty he wasnt arnd 2 huh! I wld have rlly wet myself! Otherwise the wedding was gr8!! Had a gd time &amp; lots of smiley face,neutral
e56eeb4968,Few Bevvies 2day in twn..great on a day off!!,great,positive
15aedbc11c,"oy, im such a nerd..im writin 2 no1 cuz no1 is followin me i mean lik sum1 was but their account was deleted due to &quot;strange activities&quot;","oy, im such a nerd..im writin 2 no1 cuz no1 is followin me i mean lik sum1 was but their account was deleted due to &quot;strange activit",negative
a4ba901f22,just listened to the songs on your myspace. really good,ly goo,positive
1a9c8b9756,"no not proper, my dog barks too much &amp; jumps up &amp; its all my fault for not being strict enough","no not proper, my dog barks too much &amp; jumps up &amp; its all my fault for not being stric",negative
8500d7188b,: love the song &quot;together&quot;. that's &quot;his&quot; song for me...well i think it's still is,love the song &q,positive
6cf8389b4a,The sweety sat on the table this morning...Just woke up! Very sweet! Oh...btw...I think i'll be home around 7 pm!!! ****,! Very sweet!,positive
f4622e59e3,"o_O thats cool. Dang, iHave to clean my room now lol, but good luck w/those jobs gurl",t good,positive
daa811318a,On my way home n having 2 deal w underage girls drinking gin on da bus while talking bout keggers......**** i feel old,**** i feel old,negative
395a5c0c9b,_MJA ..I don't know who gon do the yelling &amp; cussing for upgrades when u go.,I don't know who gon do the yelling &amp; cussing for upgrades when u,neutral
1968e10eb5,seniors done 5 more days!! woohoo!! going out for the night.,woohoo!,positive
5aafc15649,"try again, minna i edited quickly, sorry!",", sorry",negative
6f901d6778,"I've totally been MIA, i know bad me",", i know bad me",negative
8d6762c050,2 hours 3 mins left.....THE PRESSURE!!!! We need to hurry #48hours,PRESSURE!!,negative
34022c6e5f,Good B-movie... Starship Troopers is cool! Citizen,Good B-movie..,positive
4e93939f99,??? weekend standby duty??????????????????????????????????????????????????,weekend standby duty??,neutral
00a2817169,Oh man....my fiance just got off work and I start mine in 1 hour....so not fair.....,so not fair....,negative
ead4f91796,"nooo, poor cat he just wants a cuddle... or food, its hard to tell",", its hard to tell",negative
0ab354ce33,"http://twitpic.com/4j585 - HAHA nice, now I need an iPhone","A nice,",positive
6894397a18,Meee tooooooo..... And its bad.. when I'm bored... I eat.. lol,Meee tooooooo..... And its bad.. when I'm bored,negative
31c801d18c,"So I was just angrily told I was extemely abusive...mentally, emotionally, &amp; physically. It made my day. Nightss.","So I was just angrily told I was extemely abusive...mentally, emotionally, &amp; physically. It made my day. Night",negative
5076bdb76d,wish i could want to stay and play with u guys and enjoy a block party for once,d enjoy,positive
88d8e96213,Wow what a beautiful picture... and by the way....I am straight....just wanted to let you know!!! Bella,Wow what a beautiful pictur,positive
564abc387f,"how fun!! I like the beach, but I tend to get really dark fast.","! I like the beach,",positive
2a1f0beef5,http://twitpic.com/4j585 - Guess I need to get me an iPhone now for sure!!! It looks bad ****!!,s bad,negative
19cc8138fd,One more thing &quot;Shattered&quot; is an amazing song by O.A.R.,ot; is an,positive
6e580a9e43,Forgot about the traffic Heading to Foxford in Mayo and the lovely Pontoon tomorrow,e lovely,positive
367029df78,yeah but I'm jus glad the thunder stopped .,us gla,positive
120b400e8f,I was just about to put in &quot;@&quot; and then my username.. Wow.,usern,positive
80a2dbb179,"you hate her, I love her. presentation got cancelled. I got up at 0600 and went in to work today for this pitch !",t cancelled,negative
93756375f7,frame damage... car could be totalled,damage..,negative
98513876b2,"Hey, look who's on twitter Very kewl",Very kew,positive
df7ee6a593,still @ the courthouse! Happy to have a job... sad its this one!,Happy to have a job... sad its this on,neutral
8cc9fcd1de,#snl...you've gotten better keep it up,you've gotten better,positive
a8d58cc661,woo hoo its friday!! ....wait.... i have to work at the cleaners tomorrow.,woo hoo it,positive
b5fa3b05b0,http://twitpic.com/67318 - *sniff* i feel so left out! *grin*,* i feel so left out!,negative
0c0563423e,Miles from you I'm in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers.,Miles from you I'm in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers,neutral
0b52011589,wishing i could be in sï¿½o paulo for the show but fortunately i went to the brasilia one! haha,t fortunately,positive
88f94f7539,No dice...I searched it in the &quot;Help&quot; area...just a problem some people have. It would have been hot...oh well,No dice...I searched it in the &quot;Help&quot; area...just a problem some people have. It would have been hot.,neutral
45c727ef30,I'm sorry to hear that. Here is my optimist: Things will get better. For all of us.,m sorry,negative
6a34a8a3cc,Ready and waiting Donnie We love you too,We lov,positive
4a627b101f,Get: &quot;Fightstar - Mercury Summer&quot; here: http://tinyurl.com/dbm4n6 from: http://tinyurl.com/cnkhev #musicmonday #freemusic,Get: &quot;Fightstar - Mercury Summer&quot; here: http://tinyurl.com/dbm4n6 from: http://tinyurl.com/cnkhev #musicmonday #f,neutral
37da7f15ca,****... It's 2am and I'm wide awake,****..,negative
41fded8d64,lol I'm sure it would be the most kick azz version we've ever heard!,e it would be the most kick azz version we've ever heard!,positive
9c4c75d53b,"http://twitpic.com/449yj - If I say &quot;Mystery Science Theatre 3000&quot;, does that mean anything to you?","- If I say &quot;Mystery Science Theatre 3000&quot;, does that mean anythin",neutral
43eaa8cbef,nice recolouring of your page nobody is buying your anti-twittering words!! YOU LOVE IT!!!!,U LOVE,positive
98f25bc596,mannnn..... _ got an iphone!!! im jealous.... http://bit.ly/NgnaR,jealous..,negative
49f1f2cbf6,"Well, guess we just make a pretty great pair. So, I don't think our birthday date is going to happen. :'(",". So, I don't think our birthday date is going to happen. :'(",negative
53afaef8f1,",.. oh the Mint Lounge ...AWESOME night",AWESOME,positive
c58402d703,**** I lost my Star Trek ring! Starfleet Academy class ring w/ Golden Gate Bridge on it. Got it as high school graduation present.,**** I lost my Star Trek ring! Starfleet Academy class ring w/ Golden Gate Bridge on it. Got it as high school graduation presen,neutral
05f8b149b4,"so long, farewell! &lt;333 Have a super amazing day! I'm going to sleep.",per amazi,positive
86adda3a27,"I'm soo sad. It's just on the edges of the pages, but it's not gonna come out. *cries*",o sad,negative
5aa5003df5,god I need to revise today! I'm so lazy,o lazy,negative
fa48e8734d,gimme some ! i wanna try it (Soulja Boy Tell 'Em LIVE live &gt; http://ustre.am/2UhS),gimme some ! i wanna try it (Soulja Boy Tell 'Em LIVE live &gt; http://ustre.am/2U,neutral
2f328b7883,Shelf from Ikea fell off the wall. damage done...about $78.95 worth. Or at least thats my estimate.,damage done...a,negative
037786f72b,Just got done working out....relaxing than off to work,relaxing,positive
9ca53f2fb2,"Okay, the man with the hook for a hand is kinda freaking me out right now.",is kinda freaking me out ri,negative
e5115444f7,Man with a great sense of humour... Venky Pachad?,Man with a great sense of humour..,positive
93fedc61a1,I have tea! &amp; have just found a picture of the big snail from the walk yesterday.,I have tea! &amp; have just found a picture of the big snail from the walk yesterday,neutral
8ad9eb4106,Can I get a &quot;what?&quot; &quot;what?&quot;...the baby sent some Twitter messages on my behalf,Can I get a &quot;what?&quot; &quot;what?&quot;...the baby sent some Twitter me,neutral
86e9e53b66,yea dude... 5'8&quot;! really!?,yea dude... 5'8&quot;! reall,neutral
61bc321936,Well for one thing I might be branded a &quot;public menace&quot; by the state.,Well for one thing I might be branded a &quot;public menace&quot; by th,neutral
83884030b8,and he REALLY doesn't like Shiny Happy People. I'm a local REM expert btw. Saw them for the first time in 1986.,Y doesn't like Shiny Happy People.,negative
f2fdc74ae6,"You are a dope mom too! Love you too!!! Now stop drinking the mom juice, stop twittering and get some rest!",Love you too!,positive
b751f39570,"yea, i should know.. but tell me EVERYTHING! ps: send me direct messages telling.. haha","yea, i should know.. but tell me EVERYTHING! ps: send me direct messages telling.. ha",neutral
aa5fa36e1d,not cool. Hope you feel better. I went up there for breakfast buy you were gone.,not cool. Hope you feel bette,neutral
1ef247a527,"hahahaha. im listening to my iTunes library, a bit of Sonia Dada atm, ITs good",s good,positive
67ec0f5817,no room for me smh,e smh,negative
d5f15a64fc,see I told you I'm updating my personal site with lots of goodies check them out as they come http://www.dennisgomez.com,ee I told you I'm updating my personal site with lots of goodies check them out as they come,neutral
e04e0b8a0e,"concur with http://tr.im/kmVl, but people can't wait. Don't stop making VAS. When clouds become a commodity, do &quot;cross-cloud&quot;","concur with http://tr.im/kmVl, but people can't wait. Don't stop making VAS. When clouds become a commodity, do &quot;cross-c",neutral
653104654e,"ooooo, an explanation?, Thank god for that or u would forever be wondering!..I love a good night mare tho!!",I love,positive
a1975f51a0,Haha! I'm convinced you'd be great at it.,e great at it,positive
4c53e09ca3,enjoy!!! have a good day. don't forget to twitpic ****,have a good day,positive
754cb4d18e,F1 &amp; Star Trek...what a great Sunday,k...what a great Sund,positive
e444a25f44,"Getting my hair cut tomorrow or later today I should say... excited. My swag is already on, jus turning it up!!","Getting my hair cut tomorrow or later today I should say... excited. My swag is already on, jus turning it up",positive
0bd03a386c,I'm currently into Emarosa. Their new album is the shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit! Haha,e shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit!,negative
62bf1999ab,"Yeah, Sabrina..though I keep thinking it's something else. Cary Grant ain't too shabby either. Bringing up Baby",o shabby,negative
5c85bcc748,its probable bed time. hugs and kisses &lt;33,its probable bed time. hugs and kisses &lt;3,positive
ef780865f7,Shame about your job have you thought about working for yourself? there's big money to be paid http://bit.ly/1864ml,? there's big money to be paid,negative
33e77aafa6,glad your feeling abit better! I think mine might be nearly gone now xD,t better,positive
391708c17e,Aww Thanks! Glad I appreciated the weather so much yesterday!,Aww Thanks! Glad I appreciat,positive
73e592eef0,I REALLY should have gone to the Chiropractor this week . . And today my neck hurts so bad,k hurts,negative
bc1e4ea01c,"Ahhh! I knowww! I saw it May 5th and 6th in Newcastle and it was so good!!! I'm soo excited for 6th June, as its my bday aswell!","! I'm soo excited for 6th June, as its my bday aswell!",positive
bd73a46f79,oh man i wanna be in the bay asap! Thank you Have a great day!,ve a gre,positive
cd5989172a,Sounds painful Sorry you got hurt.. And may I ask how this happen?,Sorr,negative
95e12b1cb1,He's awesome... Have you worked with him before? He's a good friend.,s awesome,positive
36ead74ef4,"Yep, exactly And I'm really sad about this tour...I know I'm gonna cry at my last M&amp;G....","Yep, exactly And I'm really sad about this tour...I know I'm gonna cry at my last M&amp;",negative
cf9cdcdf32,well that does make me feel better about staying up even later to watch the daily show. lay on the guilt again.,well that does make me feel better about staying up even later to watch the daily show. lay on the guilt agai,neutral
8693559aaf,"The ballerina family is super nice, albeit a little too controlling of their son's life, but the bayou family is so judgemental.","The ballerina family is super nice, al",positive
bbf71e04d1,"ROFL Even if I kept insurance and payments under $300, Im still like.. meh. Good thing I applied for a day job pasy $2888mo",. Good,positive
50442fcffb,Up early for class. ((Blahh))-------&gt; Hang Over kiddies,Up early for class. ((Blahh))-------&gt; Hang Over kiddie,neutral
146c706c22,"well,only one week left of my holidays,sad sad",sad sad,negative
9b70036610,tired as hell!!!! bed time from cara nighty night twitter world..,tired as hell!!!! be,negative
0152ce3177,Is sooooo tired... wants to crawl back into bed,sooooo tired..,negative
1c5231d04b,"Gusying up for dinner, Bourbon &amp; Branch, Zeitgeist and surprise party for Taylor! Shh...","Gusying up for dinner, Bourbon &amp; Branch, Zeitgeist and surprise party for Taylor! Sh",neutral
5ed3190357,Waking up .....working....Happy as can be! Its gonna be a great day today... I can see it..and im not sore from Running yesterday!!!,Happy as can be!,positive
7d2f8e5e7a,Had a blood test today. Wasn't too bad really. Needed to dash 2 Starbucks after to revive my spirits with a nice Iced latte &amp; a bun.Yum!,Had a blood test today. Wasn't too bad really. Needed to dash 2 Starbucks after to revive my spirits with a nice Iced latte &amp; a bun.,positive
15a028bd00,had 2 leave the mrs cuz i have to go 2 work really didn't want to.,y didn't want to,negative
8581262345,There isn't any right now. They need to make more. Sorry.,. Sorry,negative
ee6e10f766,"&quot;Viewers of my LinkedIn profiel also viewed Barack Obama, Francisco van Jole and Erwin Blom.&quot; I'm in good company.",t; I'm,positive
c774e791ab,Ugh. Las #vegas airport is at a &quot;ground stop&quot; which means I'm stuck in the plane on the tarmac (again) at LAX.,hich means I'm stuck in the plane on the tarmac (again,negative
1a8da44995,Welcome home! Glad you made it home safe!,e safe,positive
bca2d9c495,Gud nite all...will catch you all again tomorrow,Gud nite all..,positive
8e5bc8627a,that gets around the problem I had of doing it all myself good idea.,d the problem I had of doing it all myself good idea.,neutral
08a8d660b1,I wish I knew someone down there who could hook us up. a friend told me once that they got crappy seats for a show in CHI,p. a friend told me once that they got crappy seats for a show in,negative
5acdda01f7,"Entered house searching mode yesterday... we need to find an apartment in Dï¿½sseldorf until the end of August, this one was temporary...","Entered house searching mode yesterday... we need to find an apartment in Dï¿½sseldorf until the end of August, this one was temporary..",neutral
ce0025d376,"ack, no can see either. and weird, these tweets are in my mentions, but not my timeline (oh wait, new Twitter)",nd weir,negative
9e44318306,"I missed you yesterday, Lacey. We get to go to granulation tonight, though.","I missed you yesterday, Lacey. We get to go to granulation tonight, though",negative
2046d0d2a0,"Yeah, planning to do that actually. Got a Kinokuniya discount card, so I'm going to splurge. Just worried about being overwhelmed.",Just worried about being overwhelmed,negative
9f0669b2ff,Thats awesome!! Good idea!!,awesome!,positive
a5882c9098,"You were absolutely amazing in the Wolverine you're sooo beautiful !! you're also such an amazing person, i look up to u",o beautiful,positive
d8104f1513,Ahhhh!!!!!! Almost off!!! Can't wait!! But..I got work again rite after this! HAT CLUB Come &amp;&amp; gimme some Company! Oh &amp;&amp; a Cookie! ;-),Ahhhh!!!!!! Almost off!!! Can't wait!! But..I got work again rite after this! HAT CLUB Come &amp;&amp; gimme some Company! Oh &amp;&amp,neutral
8b25e05dff,I hate waiting in lines,I hate wa,negative
bcf80ad082,"he so is! &lt;3 hence, my new forum signature!",he so is! &lt,positive
ae702e3f32,Hey lovely.. hope you had a good day Thanks for an awsome night and teaching me how to put together a tie...hahaha,lovely.,positive
37a8a1cfce,"Oh, my God..... The end of the first course))) don't believe in it) but, yeh, so many exams La-la-la// everything is wonderful!!!!!!!!!!",wonderful!,positive
164bbd99fc,I cnt get it!! its goin to ur old messages?!? &gt;&gt;&gt;&gt; HELP?&lt;&lt;&lt;&lt;,t;&gt;&g,negative
b90a68e78d,"Hmm... it's a miracle you're using twitter, and it's fun... so... Tweet!",it's fun.,positive
a502aadba7,Drinking and smoking is very bad.---but im grown tho,is very bad.-,negative
449d8c7cf7,is sitting in the marshall center w/Mina. Some1 must really not want me to go to the gym..this time i lost my wallet n w/no ID i cant go,this time i lost my wallet,negative
cf1d274111,Yeah ! I downloaded her whole album. :&quot;&gt; THE FAME ! I miss you taking care of me Hahah !,uot;&gt; THE FAME ! I miss you taking care of me,neutral
a2aca1fb38,I tired today I think I am gonna take a nap before our friends come over tonight....I miss him and wish he was off restriction already...,I miss him,negative
1ee52904d6,aww that's awesome! he's a good guy,s awesome!,positive
9aae1a63d3,braving the standby line @ TheView bright &amp; early today!! hope to hear about your book &amp; hope I get in! 3rd time's the charm,ay!!,positive
8a17af85f3,made a little cover for my iphone. the birds aren't upside down on the back http://twitpic.com/67tp9 &amp; http... http://bit.ly/FjeAm,made a little cover for my iphone. the birds aren't upside down on the back http://twitpic.com/67tp9 &amp; http... http://bit.ly/Fj,neutral
3665218a5f,picture to burn - taylor swift! great song!,great song,positive
094218c2e7,in about half a hour i'm going to my english lesson...guess i'll have to wait...and wait for a couple hours so i'm over with it.(( :S )),i'll have to wait..,negative
1613b8b2d7,"though I have to admit that seems less &amp; less tempting. who has time, when there are more complete packages to be had?","though I have to admit that seems less &amp; less tempting. who has time, when there are more complete packages to be ha",neutral
4021602408,"Morning folks! Light tweeting today ('Hurrah!' from the crowd!) 'cos I've a busy Friday. Me inside, sunshine out.",Hurrah!',positive
f7eaa09d04,@_HarryKim OOC: It's okay. Maybe our schedules will work out soon.,It's okay. Maybe our schedules will work out soon,neutral
dca6000c38,"great!! i've gpt tp put the lyrics in, finsih the background, then go over some writing, and then done!!",great!,positive
cb4902da0a,yeah the tomato paste and oil is traditional on a sandwich.. eat it with some olives and maltese cheese yum!,yum,positive
3ce9c6a6f8,"LAPPYTOP BATERRRY DYING,tryingtofind a movieto watch since im staying in. and goingto my room.","LAPPYTOP BATERRRY DYING,t",negative
fc6cbe0875,Way too many people indeed... I only recognize the Chinese guy... LOL,. LOL,positive
da769e9be5,Dear god i hope they save it. http://www.the-impossible-project.com/,Dear god i hope they save it,positive
a0d68a3ad9,"ooh yay, its been forevs since last ss tv baked dinner is so good, how yummy. I had prawns ****",o good,positive
700854e873,"You are such a positive thinker, I am for sure keeping you around!",You are such a positive thinker,positive
54c1aaf23c,Working on your birthday isn't so bad when you get to work with Ruby on Rails,isn't so bad wh,positive
23c29c9354,i know.. i suck.. i'm a master procrastinator ... you guys don't have too much fun without me,i suck.,negative
69fccdcbe8,"aww yeah, it's more fun revising with others but you get distracted easier &gt;.&lt; yeah I'm tired, revising history","aww yeah, it's more fun revising with others but you get distracted easier &gt;.&lt; yeah I'm tired, revising his",neutral
c4c4047736,Thank you and Happy Mothers Day to your Mother also SNL tonight,d Happy,positive
f9766da79f,Hello to all my new followers.. say hi @ me so i can say its nice to meet you too!,ts nic,positive
546a335f80,You charmer Do you like football too?,You charmer Do you like football too,neutral
cbf87fcd46,@_mamalaura night! So cute that K loves frogs http://myloc.me/FI0,loves fr,positive
ce8c23ca6f,what I said! I'll have to think about it and try again!,what I said! I'll have to think about it and try aga,neutral
d11bc8ece8,_ebru thank you for the link...very cool...see you on monday!!!,cool..,positive
bbbd57c093,Me too! need some tour dates stat!,Me too! need some tour dates stat,neutral
9197df16e5,"I hate different referenced assemblies. My FNH goes against castle 1.1, Caliburn against 1.03 .. not to mention dynamicproxy in NH",hate di,negative
8a159382ea,Just woke up. Gonna have a shower and go to Nan's for Mother's day lunch. Happy Mother's day,Happy Mo,positive
deb049893c,That's one of the reasons we thought &quot;Should we have a kid?&quot; &quot;Nah - let's get a piano instead.&quot; You poor buggers,piano instead.&qu,negative
7096e797f5,16 too crazy about miley and JB and in love with Nick Jonas haha,in lo,positive
00f02e92d6,Thank you - If you like please leave a comment and Subscribe! Chicago another great musical. Thanks for your support.,er grea,positive
3463ecdfd6,Im.in.the.room Im.watching.the.HANNAHmovie.withMOM.She.said.this.film.very.great.,great.,positive
3bf869b63a,be sure to go by my blog today - and check out your friends - I bet you have some new ones today!,be sure to go by my blog today - and check out your friends - I bet you have some new ones tod,neutral
6a00824355,charbotgreen has been suspended &quot;unusual activity??&quot;,&quot;unusual activit,negative
c390bbe5c9,"The time in Germany went by too fast, only 2 days left Hopefully I will move here soon.",Hopefully I will move here soon,positive
4144be9cd2,we keep getting pet days but i heard the weekend is to be fab !!! wedding how soon again ?,e fab,positive
cede4f9185,Hell if I know. I'm suffering,m suffering,negative
7968cfa23c,"Let's hope and pray, we go a wiser way! : Let's hope and pray, we go a wiser way! http://bit.ly/TzxqN",s hope,positive
93a1f2327a,"_xD Si pero parece que las personas de facebook no estan de acuerdo (that was probably all wrong, but I tried...)",I tried,negative
ef86c05037,peace &amp; quiet. Enjoy it while it lasts!,peace &amp; quiet. Enjoy it while it la,positive
c60a0e1ea5,"oist the 1st tym, di pa ko 18, the 2nd tym, may sakit na siya... don't blame me",. don't blame me,negative
2241aba468,"&gt;&gt;i donï¿½t live in UK, so I canï¿½t say what i think...","&gt;&gt;i donï¿½t live in UK, so I canï¿½t say what i thin",neutral
48d5705291,"today &quot;sonny with a chance&quot; came to brazil, i loved it!! you're amazing &lt;33 please reply","to brazil, i loved it!! you'r",positive
c244549c82,haha i like modern studies..... its my favourite subject haha i guessing you dont feel the same? ****,haha i like modern studies..... its my favourite subject haha i guessing you dont feel the same,positive
43708cfaf0,I'm just starting to feel really panicky and anxious that something bad has happened cos it seems like it's been ages,g to feel really panicky and anxious that something bad has happened cos it seems like it's been ages,negative
c8e658737f,"Installed office for Mac &amp; messed up all my fonts on safari, **** on a stick! help! can't even read the solutions online #badmicrosoft",ck! help! can't even read the solutions online #badmicros,negative
af22813e51,_ I'm still waiting for them to recontinue their &quot;breathless&quot; scent.. lol,_ I'm still waiting for them to recontinue their &quot;breathless&quot; scen,neutral
3d13422067,chillaxing really Yeah man hehe,chillaxing re,positive
6d2170e60f,"I've been unlocked for decades now...just not lucky, never have been. Gottta make my own luck and that involves $$$$$",".just not lucky, never have been.",negative
3f1df1dbcf,goodbye picnic for a classmate today but the weather was **** beautifuul!!!,**** beautifuul!,positive
fa433dc291,Then you might enjoy this one too http://tinyurl.com/ygcp3f,t enjoy,positive
3961e6973d,"Obama last night: &quot;Most of you covered me, all of you voted for me. Apologies to the Fox table.&quot; http://bit.ly/bGcnW",me. Apolog,negative
73c63767ce,"Either way, that's unfortunate to hear Thanks you both for the head's up.",", that's unfortunate to hear Thanks you both for the head's",neutral
eebd5237de,I'm with you...been up till 5-6 for the last few nights...,I'm with you.,positive
82215b50d4,Can't sleep...so I'm watching HGTV. I'm afraid infomercials are about to take over,Can't sleep..,negative
8b3dd05ab4,"Morning, hope you have a super day...enjoy !",", hope",positive
